,지점,일시,풍속(m/s),풍향(deg),기온(°C),수온(°C),강수량(mm),적조발생(실측),적조발생(조건)
15703,거문도,2022-05-30 13:00,1.4,333,17.2,17.7,0,0,0
15704,거문도,2022-05-30 14:00,2.6,312,17.8,18.2,0,0,0
15705,거문도,2022-05-30 15:00,2.2,284,18.3,18,0,0,0
15706,거문도,2022-05-30 16:00,3.7,289,18.8,18.9,0,0,0
15707,거문도,2022-05-30 17:00,4,287,18.8,18.6,0,0,0
15708,거문도,2022-05-30 18:00,6.2,273,18.3,18.7,0,0,0
15709,거문도,2022-05-30 19:00,5.8,273,18.1,18.6,0,0,0
15710,거문도,2022-05-30 20:00,6.8,271,17.6,18.5,0,0,0
15711,거문도,2022-05-30 21:00,8,285,17.5,18.3,0,0,0
15712,거문도,2022-05-30 22:00,6,280,17.6,18,0,0,0
15713,거문도,2022-05-30 23:00,6.8,287,17.9,17.6,0,0,0
15714,거문도,2022-05-31 0:00,6.9,299,17.6,17.3,0,0,0
15715,거문도,2022-05-31 1:00,6.1,303,17.6,17.1,0,0,0
15716,거문도,2022-05-31 2:00,5.8,307,17.5,16.9,0,0,0
15717,거문도,2022-05-31 3:00,5.2,285,17.2,16.9,0,0,0
15718,거문도,2022-05-31 4:00,5.6,294,17.1,16.8,0,0,0
15719,거문도,2022-05-31 5:00,5.9,312,17.5,16.5,0,0,0
15720,거문도,2022-05-31 6:00,5.8,333,17.5,16.6,0,0,0
15721,거문도,2022-05-31 7:00,5.9,329,17.4,17.1,0,0,0
15722,거문도,2022-05-31 8:00,5.6,314,17.5,17.4,0,0,0
15723,거문도,2022-05-31 9:00,4.9,317,17.7,17.5,0,0,0
15724,거문도,2022-05-31 10:00,5.5,304,17.3,17.7,0,0,0
15725,거문도,2022-05-31 11:00,4.4,314,17.8,18,0,0,0
15726,거문도,2022-05-31 12:00,2.6,309,18.2,18.2,0,0,0
15727,거문도,2022-05-31 13:00,2.6,315,18.5,18.3,0,0,0
15728,거문도,2022-05-31 14:00,2.5,247,18.4,18.5,0,0,0
15729,거문도,2022-05-31 15:00,2.9,241,18.8,18.6,0,0,0
15730,거문도,2022-05-31 16:00,3.8,266,18.4,18.6,0,0,0
15731,거문도,2022-05-31 17:00,3.5,270,18.6,17.9,0,0,0
15732,거문도,2022-05-31 18:00,2.2,274,18.3,18.1,0,0,0
15733,거문도,2022-05-31 19:00,2.5,285,18.5,18.1,0,0,0
15734,거문도,2022-05-31 20:00,2.2,254,18.4,18,0,0,0
15735,거문도,2022-05-31 21:00,2.2,243,18.6,17.8,0,0,0
15736,거문도,2022-05-31 22:00,2.1,235,18.3,17.7,0,0,0
15737,거문도,2022-05-31 23:00,2.1,254,18.3,17.5,0,0,0
15738,거문도,2022-06-01 0:00,0.6,268,17.8,17.5,0,0,0
15739,거문도,2022-06-01 1:00,0.6,193,17.9,17.5,0,0,0
15740,거문도,2022-06-01 2:00,0.4,46,17.6,17.4,0,0,0
15741,거문도,2022-06-01 3:00,1.4,34,17.6,17.2,0,0,0
15742,거문도,2022-06-01 4:00,0.9,266,17.3,17.3,0,0,0
15743,거문도,2022-06-01 5:00,2,71,17.6,17.2,0,0,0
15744,거문도,2022-06-01 6:00,1.2,163,17.6,17.1,0,0,0
15745,거문도,2022-06-01 7:00,2.5,163,17.4,17.2,0,0,0
15746,거문도,2022-06-01 8:00,1.1,134,17.7,16.9,0,0,0
15747,거문도,2022-06-01 9:00,1.2,176,18.2,16.8,0,0,0
15748,거문도,2022-06-01 10:00,2.1,73,18.3,16.6,0,0,0
15749,거문도,2022-06-01 11:00,1.2,52,18.7,17.3,0,0,0
15750,거문도,2022-06-01 12:00,1.5,82,19.6,17.9,0,0,0
15751,거문도,2022-06-01 13:00,1.3,58,19.7,17.9,0,0,0
15752,거문도,2022-06-01 14:00,1.2,48,19.8,18.4,0,0,0
15753,거문도,2022-06-01 15:00,1.6,53,19.9,18.6,0,0,0
15754,거문도,2022-06-01 16:00,1.4,75,20.1,18.9,0,0,0
15755,거문도,2022-06-01 17:00,1.3,74,19.7,19,0,0,0
15756,거문도,2022-06-01 18:00,1.1,124,19.2,17.9,0,0,0
15757,거문도,2022-06-01 19:00,0.9,182,19.3,19,0,0,0
15758,거문도,2022-06-01 20:00,2.4,200,19.3,18.5,0,0,0
15759,거문도,2022-06-01 21:00,3.4,198,19.4,17.6,0,0,0
15760,거문도,2022-06-01 22:00,4,211,19.3,17.5,0,0,0
15761,거문도,2022-06-01 23:00,4.2,205,19.1,17.6,0,0,0
15762,거문도,2022-06-02 0:00,5.2,225,18.8,17.6,0,0,0
15763,거문도,2022-06-02 1:00,5.1,263,17.8,17.4,0,0,0
15764,거문도,2022-06-02 2:00,3.3,303,17.1,17.3,0,0,0
15765,거문도,2022-06-02 3:00,3.8,307,16.8,17,0,0,0
15766,거문도,2022-06-02 4:00,2.6,291,16.6,16.6,0,0,0
15767,거문도,2022-06-02 5:00,4.7,288,16.3,17.3,0,0,0
15768,거문도,2022-06-02 6:00,1.5,216,16.6,17.5,0,0,0
15769,거문도,2022-06-02 7:00,1.1,175,17.4,17.9,0,0,0
15770,거문도,2022-06-02 8:00,0.8,187,18.1,18.6,0,0,0
15771,거문도,2022-06-02 9:00,0.6,128,19.7,19,0,0,0
15772,거문도,2022-06-02 10:00,1.2,188,19.1,19,0,0,0
15773,거문도,2022-06-02 11:00,1.1,230,19.8,19.4,0,0,0
15774,거문도,2022-06-02 12:00,2.2,289,19,19.7,0,0,0
15775,거문도,2022-06-02 13:00,2.5,263,19.5,20.4,0,0,0
15776,거문도,2022-06-02 14:00,4.1,233,19.7,20.1,0,0,0
15777,거문도,2022-06-02 15:00,4.4,231,20,19.2,0,0,0
15778,거문도,2022-06-02 16:00,4.9,233,20.3,19.8,0,0,0
15779,거문도,2022-06-02 17:00,5.6,236,20.4,19.1,0,0,0
15780,거문도,2022-06-02 18:00,6.2,238,20.2,19.3,0,0,0
15781,거문도,2022-06-02 19:00,6.7,236,20.1,18,0,0,0
15782,거문도,2022-06-02 20:00,6.2,240,19.7,17.6,0,0,0
15783,거문도,2022-06-02 21:00,5.3,251,19.2,17.6,0,0,0
15784,거문도,2022-06-02 22:00,4.1,275,18.2,17.5,0,0,0
15785,거문도,2022-06-02 23:00,4.1,264,18.2,17.3,0,0,0
15786,거문도,2022-06-03 0:00,5.1,251,17.7,17.5,0,0,0
15787,거문도,2022-06-03 1:00,4.7,266,18,17.6,0,0,0
15788,거문도,2022-06-03 2:00,3.9,251,17.7,17.7,0,0,0
15789,거문도,2022-06-03 3:00,3.9,272,17.7,17.8,0,0,0
15790,거문도,2022-06-03 4:00,4.6,258,17,17.8,0,0,0
15791,거문도,2022-06-03 5:00,4.7,265,16.4,17.8,0,0,0
15792,거문도,2022-06-03 6:00,5.1,249,16.2,17.7,0,0,0
15793,거문도,2022-06-03 7:00,5,246,16.3,17.7,0,0,0
15794,거문도,2022-06-03 8:00,5.5,253,16.3,17.5,0,0,0
15795,거문도,2022-06-03 9:00,6,257,16.3,17.3,0,0,0
15796,거문도,2022-06-03 10:00,4.6,259,16.4,17.5,0,0,0
15797,거문도,2022-06-03 11:00,4.4,259,16.6,17.7,0,0,0
15798,거문도,2022-06-03 12:00,4.3,263,16.8,18.6,0,0,0
15799,거문도,2022-06-03 13:00,2.7,245,16.9,18.9,0,0,0
15800,거문도,2022-06-03 14:00,1.4,356,17,19.4,0,0,0
15801,거문도,2022-06-03 15:00,0.3,76,18.4,19.7,0,0,0
15802,거문도,2022-06-03 16:00,3.8,68,17.1,19.5,0,0,0
15803,거문도,2022-06-03 17:00,3.5,84,16.8,19.1,0,0,0
15804,거문도,2022-06-03 18:00,2.5,105,17.5,19,0,0,0
15805,거문도,2022-06-03 19:00,2.4,63,17.6,18.8,0,0,0
15806,거문도,2022-06-03 20:00,2.5,45,17.1,18.7,0,0,0
15807,거문도,2022-06-03 21:00,4.2,60,17.7,18.8,0,0,0
15808,거문도,2022-06-03 22:00,7.3,86,18.5,18.7,0,0,0
15809,거문도,2022-06-03 23:00,6.8,90,18.4,18.7,0,0,0
15810,거문도,2022-06-04 0:00,5.9,87,18.2,18.3,0,0,0
15811,거문도,2022-06-04 1:00,5.2,85,18.2,18,0,0,0
15812,거문도,2022-06-04 2:00,6.3,80,18.3,17.9,0,0,0
15813,거문도,2022-06-04 3:00,5.9,85,18.2,17.8,0,0,0
15814,거문도,2022-06-04 4:00,7.6,82,18.3,17.7,0,0,0
15815,거문도,2022-06-04 5:00,7.7,69,18.1,17.6,0,0,0
15816,거문도,2022-06-04 6:00,9.4,71,18.3,18.9,0,0,0
15817,거문도,2022-06-04 7:00,9.4,77,18.4,18.9,0,0,0
15818,거문도,2022-06-04 8:00,10.9,84,18.7,18.9,0,0,0
15819,거문도,2022-06-04 9:00,9.5,82,18.8,18.2,0,0,0
15820,거문도,2022-06-04 10:00,8.9,81,18.7,18.2,0,0,0
15821,거문도,2022-06-04 11:00,9,80,18.7,18.3,0,0,0
15822,거문도,2022-06-04 12:00,7.9,73,18.6,18.6,0,0,0
15823,거문도,2022-06-04 13:00,8.7,72,18.6,18.4,0,0,0
15824,거문도,2022-06-04 14:00,8,80,18.7,18.2,0,0,0
15825,거문도,2022-06-04 15:00,8.7,77,18.7,18.1,0,0,0
15826,거문도,2022-06-04 16:00,8.1,80,18.9,18.4,0,0,0
15827,거문도,2022-06-04 17:00,8.1,86,18.9,18.4,0,0,0
15828,거문도,2022-06-04 18:00,7.7,97,19.1,18.4,0,0,0
15829,거문도,2022-06-04 19:00,7.1,97,19.3,18.3,0,0,0
15830,거문도,2022-06-04 20:00,7.4,94,19.2,18.2,0,0,0
15831,거문도,2022-06-04 21:00,6.8,91,19.2,18.1,0,0,0
15832,거문도,2022-06-04 22:00,6.9,89,19.2,18.2,0,0,0
15833,거문도,2022-06-04 23:00,6.3,100,19.2,18.2,0,0,0
15834,거문도,2022-06-05 0:00,6.7,99,19.5,18.2,0,0,0
15835,거문도,2022-06-05 1:00,6.7,98,19.5,18.2,0,0,0
15836,거문도,2022-06-05 2:00,7,108,19.5,18.2,0,0,0
15837,거문도,2022-06-05 3:00,7.2,104,19.5,18.3,0.5,0,0
15838,거문도,2022-06-05 4:00,6.6,98,19.8,18.4,0,0,0
15839,거문도,2022-06-05 5:00,7.4,92,19.4,18.4,0.5,0,0
15840,거문도,2022-06-05 6:00,6.7,124,19.6,18.2,4,0,0
15841,거문도,2022-06-05 7:00,9,111,20,18.1,1,0,0
15842,거문도,2022-06-05 8:00,8.8,118,17.5,17.9,14.5,0,0
15843,거문도,2022-06-05 9:00,9,111,16.7,17.8,13.5,0,0
15844,거문도,2022-06-05 10:00,14.5,118,16.8,18.5,3.5,0,0
15845,거문도,2022-06-05 11:00,13.5,110,18.5,18.6,2.5,0,0
15846,거문도,2022-06-05 12:00,12.7,102,18.2,18.5,1.5,0,0
15847,거문도,2022-06-05 13:00,13.4,113,18.9,19,1,0,0
15848,거문도,2022-06-05 14:00,12.5,103,18.3,19.2,1.5,0,0
15849,거문도,2022-06-05 15:00,12.2,96,18.2,19.5,0.5,0,0
15850,거문도,2022-06-05 16:00,11.8,89,18.6,19.7,1,0,0
15851,거문도,2022-06-05 17:00,11.4,81,19,19.8,2.5,0,0
15852,거문도,2022-06-05 18:00,9.7,66,18.4,19.9,3.5,0,0
15853,거문도,2022-06-05 19:00,12.2,49,17.4,20,4.5,0,0
15854,거문도,2022-06-05 20:00,13.7,33,17.4,19.9,4.5,0,0
15855,거문도,2022-06-05 21:00,11.3,46,17.6,19.8,4,0,0
15856,거문도,2022-06-05 22:00,14.2,64,18.1,19.8,0.5,0,0
15857,거문도,2022-06-05 23:00,12.1,54,18.2,19.7,0,0,0
15858,거문도,2022-06-06 0:00,11.1,47,18.1,19.7,0,0,0
15859,거문도,2022-06-06 1:00,9.4,44,18.1,19.3,0,0,0
15860,거문도,2022-06-06 2:00,8.8,18,18.5,18.6,0,0,0
15861,거문도,2022-06-06 3:00,7.6,4,18.3,18.5,0,0,0
15862,거문도,2022-06-06 4:00,7.1,6,18.2,18.6,0,0,0
15863,거문도,2022-06-06 5:00,3.4,356,18,18.4,0,0,0
15864,거문도,2022-06-06 6:00,4,27,18.2,18.7,0,0,0
15865,거문도,2022-06-06 7:00,5.6,322,18.3,19.1,0,0,0
15866,거문도,2022-06-06 8:00,3.8,332,18.3,19.5,0,0,0
15867,거문도,2022-06-06 9:00,5.7,310,18.6,19.8,0,0,0
15868,거문도,2022-06-06 10:00,5.4,300,18.7,19.7,0,0,0
15869,거문도,2022-06-06 11:00,7.4,302,19.1,19.9,0,0,0
15870,거문도,2022-06-06 12:00,6.3,298,19.6,19.9,0,0,0
15871,거문도,2022-06-06 13:00,5,299,19.8,20,0,0,0
15872,거문도,2022-06-06 14:00,6.4,301,20.1,20,0,0,0
15873,거문도,2022-06-06 15:00,5.5,280,20.1,20.1,0,0,0
15874,거문도,2022-06-06 16:00,7.8,266,19.5,20,0,0,0
15875,거문도,2022-06-06 17:00,10,273,19.3,19.9,0,0,0
15876,거문도,2022-06-06 18:00,8.2,285,19.4,19.8,0,0,0
15877,거문도,2022-06-06 19:00,7.6,272,19.1,19.8,0,0,0
15878,거문도,2022-06-06 20:00,6.3,291,18.9,19.7,0,0,0
15879,거문도,2022-06-06 21:00,3.4,301,18.8,19.4,0,0,0
15880,거문도,2022-06-06 22:00,2,101,19.2,19.3,0,0,0
15881,거문도,2022-06-06 23:00,6.8,109,19.2,19.1,0,0,0
15882,거문도,2022-06-07 0:00,7.7,110,19.3,19.1,0,0,0
15883,거문도,2022-06-07 1:00,7.8,98,19,19.2,0,0,0
15884,거문도,2022-06-07 2:00,8.6,97,18.9,19.4,0,0,0
15885,거문도,2022-06-07 3:00,9.2,101,18.8,19.5,0,0,0
15886,거문도,2022-06-07 4:00,9.1,98,18.8,19.5,0,0,0
15887,거문도,2022-06-07 5:00,8.7,98,18.8,19.6,0,0,0
15888,거문도,2022-06-07 6:00,7.5,103,18.9,19.7,0,0,0
15889,거문도,2022-06-07 7:00,7.7,102,19,19.7,0,0,0
15890,거문도,2022-06-07 8:00,8.6,95,19.1,19.7,0,0,0
15891,거문도,2022-06-07 9:00,8.1,96,19.2,19.7,0,0,0
15892,거문도,2022-06-07 10:00,6.8,104,19.4,19.6,0,0,0
15893,거문도,2022-06-07 11:00,6.8,114,19.4,19.6,0,0,0
15894,거문도,2022-06-07 12:00,6.3,108,19.5,19.6,0,0,0
15895,거문도,2022-06-07 13:00,6.6,104,19.5,19.6,0,0,0
15896,거문도,2022-06-07 14:00,7.3,89,19.2,19.6,0,0,0
15897,거문도,2022-06-07 15:00,7.2,88,19.3,19.6,0,0,0
15898,거문도,2022-06-07 16:00,7.5,100,19.3,19.4,0,0,0
15899,거문도,2022-06-07 17:00,7.3,97,19.4,19.3,0,0,0
15900,거문도,2022-06-07 18:00,6.9,93,19.1,19.2,0,0,0
15901,거문도,2022-06-07 19:00,7.4,128,18.9,19.2,2,0,0
15902,거문도,2022-06-07 20:00,7.7,136,18,19.1,2,0,0
15903,거문도,2022-06-07 21:00,8,106,18.2,19.1,0,0,0
15904,거문도,2022-06-07 22:00,8,92,18.7,19,0,0,0
15905,거문도,2022-06-07 23:00,8.5,93,18.7,19.1,0,0,0
15906,거문도,2022-06-08 0:00,8.3,93,18.8,19.1,0.5,0,0
15907,거문도,2022-06-08 1:00,8.9,85,19.1,19.1,0,0,0
15908,거문도,2022-06-08 2:00,8.3,78,18.6,19.4,0,0,0
15909,거문도,2022-06-08 3:00,8.7,74,18.6,19.5,0,0,0
15910,거문도,2022-06-08 4:00,8.1,78,18.8,19.5,0,0,0
15911,거문도,2022-06-08 5:00,8.2,81,18.9,19.6,0,0,0
15912,거문도,2022-06-08 6:00,8.1,87,18.8,19.6,0,0,0
15913,거문도,2022-06-08 7:00,8,81,18.7,19.6,0,0,0
15914,거문도,2022-06-08 8:00,8.4,71,18.4,19.6,0,0,0
15915,거문도,2022-06-08 9:00,7.5,72,18.5,19.6,0,0,0
15916,거문도,2022-06-08 10:00,7.7,83,18.9,19.3,0,0,0
15917,거문도,2022-06-08 11:00,8.5,81,18.8,19,0,0,0
15918,거문도,2022-06-08 12:00,7.2,81,18.7,18.6,0,0,0
15919,거문도,2022-06-08 13:00,7.6,83,18.8,18.7,0,0,0
15920,거문도,2022-06-08 14:00,6.8,81,18.9,18.8,0,0,0
15921,거문도,2022-06-08 15:00,6.8,80,18.9,18.8,0,0,0
15922,거문도,2022-06-08 16:00,6.3,83,19,18.8,0,0,0
15923,거문도,2022-06-08 17:00,6.2,79,19.1,18.8,0,0,0
15924,거문도,2022-06-08 18:00,6.4,80,19.1,18.7,0,0,0
15925,거문도,2022-06-08 19:00,6.9,89,19,18.7,0,0,0
15926,거문도,2022-06-08 20:00,6.5,92,19.1,18.7,0,0,0
15927,거문도,2022-06-08 21:00,6.3,89,19.1,18.7,0,0,0
15928,거문도,2022-06-08 22:00,6.2,80,19.1,18.8,0,0,0
15929,거문도,2022-06-08 23:00,6.9,80,18.8,18.9,0,0,0
15930,거문도,2022-06-09 0:00,6.4,81,18.8,18.9,0,0,0
15931,거문도,2022-06-09 1:00,7.1,84,18.9,19,0,0,0
15932,거문도,2022-06-09 2:00,6.4,86,18.7,19,0,0,0
15933,거문도,2022-06-09 3:00,6.7,77,18.6,19,0,0,0
15934,거문도,2022-06-09 4:00,7,76,18.5,19,0,0,0
15935,거문도,2022-06-09 5:00,8.2,81,18.4,18.9,0,0,0
15936,거문도,2022-06-09 6:00,7.9,75,18.4,18.9,0,0,0
15937,거문도,2022-06-09 7:00,7.6,77,18.4,18.9,0,0,0
15938,거문도,2022-06-09 8:00,8,79,18.6,19,0,0,0
15939,거문도,2022-06-09 9:00,7.2,77,18.7,19.1,0,0,0
15940,거문도,2022-06-09 10:00,6.9,80,18.8,19.1,0,0,0
15941,거문도,2022-06-09 11:00,6,80,18.9,19.1,0,0,0
15942,거문도,2022-06-09 12:00,6.5,68,18.6,19.2,0,0,0
15943,거문도,2022-06-09 13:00,5.7,75,18.7,19.1,0,0,0
15944,거문도,2022-06-09 14:00,5.3,70,18.9,19,0,0,0
15945,거문도,2022-06-09 15:00,5.1,74,19.1,19.1,0,0,0
15946,거문도,2022-06-09 16:00,4.5,84,19.2,19.2,0,0,0
15947,거문도,2022-06-09 17:00,3.8,93,19.2,19.2,0,0,0
15948,거문도,2022-06-09 18:00,4.1,89,19.3,19.3,0,0,0
15949,거문도,2022-06-09 19:00,3.1,76,19.2,19.2,0,0,0
15950,거문도,2022-06-09 20:00,2.6,81,19.3,19.2,0,0,0
15951,거문도,2022-06-09 21:00,2.1,76,19.3,19.3,0,0,0
15952,거문도,2022-06-09 22:00,2,87,19.1,19.4,0,0,0
15953,거문도,2022-06-09 23:00,1.6,80,19,19.3,0,0,0
15954,거문도,2022-06-10 0:00,1.9,65,19,19.3,0,0,0
15955,거문도,2022-06-10 1:00,1.1,83,19,19.4,0,0,0
15956,거문도,2022-06-10 2:00,2.1,94,19.1,19.4,0,0,0
15957,거문도,2022-06-10 3:00,2.3,69,19.1,19.4,0,0,0
15958,거문도,2022-06-10 4:00,2.2,78,19,19.2,0,0,0
15959,거문도,2022-06-10 5:00,3.1,61,19,19.1,0,0,0
15960,거문도,2022-06-10 6:00,3.4,68,19.1,19.1,0,0,0
15961,거문도,2022-06-10 7:00,4.8,70,19.1,19.1,0,0,0
15962,거문도,2022-06-10 8:00,5.6,84,19.4,19.1,0,0,0
15963,거문도,2022-06-10 9:00,4.7,81,19.3,19.2,0,0,0
15964,거문도,2022-06-10 10:00,4.2,88,19.5,19.2,0,0,0
15965,거문도,2022-06-10 11:00,4,87,19.5,19.2,0,0,0
15966,거문도,2022-06-10 12:00,2.6,85,19.5,18.9,0,0,0
15967,거문도,2022-06-10 13:00,3.4,82,19.5,19.1,0,0,0
15968,거문도,2022-06-10 14:00,2.4,86,19.6,19.2,0,0,0
15969,거문도,2022-06-10 15:00,3.2,75,19.6,19.7,0,0,0
15970,거문도,2022-06-10 16:00,3.6,80,19.8,19.7,0,0,0
15971,거문도,2022-06-10 17:00,3.1,84,19.8,19.8,0,0,0
15972,거문도,2022-06-10 18:00,3.7,73,19.5,19.8,0,0,0
15973,거문도,2022-06-10 19:00,3.5,76,19.6,19.7,0,0,0
15974,거문도,2022-06-10 20:00,3.3,66,19.5,19.6,0,0,0
15975,거문도,2022-06-10 21:00,3,59,19.6,19.3,0,0,0
15976,거문도,2022-06-10 22:00,3.1,58,19.5,20,0,0,0
15977,거문도,2022-06-10 23:00,1.9,49,19.6,20.5,0,0,0
15978,거문도,2022-06-11 0:00,2.1,45,19.5,20.4,0,0,0
15979,거문도,2022-06-11 1:00,1.3,117,19.5,20.3,0,0,0
15980,거문도,2022-06-11 2:00,2.9,218,19.9,20.5,0,0,0
15981,거문도,2022-06-11 3:00,2.1,278,19.5,20.4,0,0,0
15982,거문도,2022-06-11 4:00,2.4,221,19.2,20.5,0,0,0
15983,거문도,2022-06-11 5:00,0.9,196,18.9,20.4,8,0,0
15984,거문도,2022-06-11 6:00,1.7,307,18.4,20.3,0.5,0,0
15985,거문도,2022-06-11 7:00,3.8,351,18.8,20.4,0,0,0
15986,거문도,2022-06-11 8:00,3.8,15,19.1,20.5,0,0,0
15987,거문도,2022-06-11 9:00,4.9,46,19.5,20.5,0,0,0
15988,거문도,2022-06-11 10:00,5.6,53,19.6,20.5,0,0,0
15989,거문도,2022-06-11 11:00,6.4,40,19.7,20.5,0,0,0
15990,거문도,2022-06-11 12:00,6.5,60,20.1,20.5,0,0,0
15991,거문도,2022-06-11 13:00,5.5,45,20.1,20.6,0,0,0
15992,거문도,2022-06-11 14:00,5.7,56,20.4,20.6,0,0,0
15993,거문도,2022-06-11 15:00,7,53,20.4,20.7,0,0,0
15994,거문도,2022-06-11 16:00,8.4,62,20.5,20.6,0,0,0
15995,거문도,2022-06-11 17:00,8.1,63,20.4,20.7,0,0,0
15996,거문도,2022-06-11 18:00,6.7,78,20.5,20.7,0,0,0
15997,거문도,2022-06-11 19:00,7.3,90,20.5,20.7,0,0,0
15998,거문도,2022-06-11 20:00,8.3,79,20.9,20.7,0,0,0
15999,거문도,2022-06-11 21:00,9.3,86,20.8,20.6,0,0,0
16000,거문도,2022-06-11 22:00,8.5,81,20.8,20.7,0,0,0
16001,거문도,2022-06-11 23:00,9.3,83,20.7,20.7,0,0,0
16002,거문도,2022-06-12 0:00,10.3,76,20.4,20.7,0,0,0
16003,거문도,2022-06-12 1:00,9.2,82,20.3,20.7,0,0,0
16004,거문도,2022-06-12 2:00,8.9,80,20.1,20.6,0,0,0
16005,거문도,2022-06-12 3:00,8.6,89,20.1,20.5,0,0,0
16006,거문도,2022-06-12 4:00,7.4,87,20,20.5,0,0,0
16007,거문도,2022-06-12 5:00,8.3,83,19.8,20.4,0,0,0
16008,거문도,2022-06-12 6:00,8.4,82,19.8,20.4,0,0,0
16009,거문도,2022-06-12 7:00,9.2,82,19.8,20.4,0,0,0
16010,거문도,2022-06-12 8:00,9.8,82,19.9,20.4,0,0,0
16011,거문도,2022-06-12 9:00,9.5,82,19.9,20.4,0,0,0
16012,거문도,2022-06-12 10:00,9.3,88,19.9,20.4,0,0,0
16013,거문도,2022-06-12 11:00,8.6,82,19.9,20.4,0,0,0
16014,거문도,2022-06-12 12:00,8,70,19.9,20.4,0,0,0
16015,거문도,2022-06-12 13:00,8.9,70,19.8,20.4,0,0,0
16016,거문도,2022-06-12 14:00,9.6,75,20.1,20.4,0,0,0
16017,거문도,2022-06-12 15:00,8.4,82,20.1,20.3,0,0,0
16018,거문도,2022-06-12 16:00,7.2,87,20.3,20.3,0,0,0
16019,거문도,2022-06-12 17:00,6.3,86,20.2,20.4,0,0,0
16020,거문도,2022-06-12 18:00,7.2,84,20.2,20.4,0,0,0
16021,거문도,2022-06-12 19:00,8.1,85,20.2,20.5,0,0,0
16022,거문도,2022-06-12 20:00,8.6,83,20.2,20.6,0,0,0
16023,거문도,2022-06-12 21:00,8.4,83,20.2,20.6,0,0,0
16024,거문도,2022-06-12 22:00,8.6,88,20.4,20.7,0,0,0
16025,거문도,2022-06-12 23:00,8.8,95,20.4,20.7,0,0,0
16026,거문도,2022-06-13 0:00,9.4,83,20.4,20.7,0,0,0
16027,거문도,2022-06-13 1:00,8.2,88,20.2,20.6,0,0,0
16028,거문도,2022-06-13 2:00,8.7,78,20.2,20.6,0,0,0
16029,거문도,2022-06-13 3:00,8.9,76,20.1,20.4,0,0,0
16030,거문도,2022-06-13 4:00,8.7,83,20,20.2,0,0,0
16031,거문도,2022-06-13 5:00,10.2,91,20.1,20.1,0,0,0
16032,거문도,2022-06-13 6:00,9.9,83,20.2,20,0,0,0
16033,거문도,2022-06-13 7:00,10.5,89,20.1,20,0,0,0
16034,거문도,2022-06-13 8:00,10.9,82,20.2,20.1,0,0,0
16035,거문도,2022-06-13 9:00,10.3,86,20.1,20.2,0,0,0
16036,거문도,2022-06-13 10:00,10.6,84,20.1,20.2,0,0,0
16037,거문도,2022-06-13 11:00,10.9,84,19.8,20.1,0,0,0
16038,거문도,2022-06-13 12:00,10.9,83,19.8,20,0,0,0
16039,거문도,2022-06-13 13:00,10.6,80,19.9,19.9,0,0,0
16040,거문도,2022-06-13 14:00,10,81,19.8,19.7,0,0,0
16041,거문도,2022-06-13 15:00,10.3,79,19.9,19.5,0,0,0
16042,거문도,2022-06-13 16:00,10.8,79,19.9,19.4,0,0,0
16043,거문도,2022-06-13 17:00,11.2,77,19.8,19.4,0,0,0
16044,거문도,2022-06-13 18:00,11.8,75,19.8,19.6,0,0,0
16045,거문도,2022-06-13 19:00,12.3,75,19.8,19.9,0,0,0
16046,거문도,2022-06-13 20:00,12.1,71,19.8,20.1,0,0,0
16047,거문도,2022-06-13 21:00,11.9,68,19.9,20.1,0,0,0
16048,거문도,2022-06-13 22:00,12.3,65,19.9,20.1,0,0,0
16049,거문도,2022-06-13 23:00,11.3,66,20.2,20.2,0,0,0
16050,거문도,2022-06-14 0:00,10.4,69,20,20.2,0,0,0
16051,거문도,2022-06-14 1:00,12.4,63,19.1,20.1,1,0,0
16052,거문도,2022-06-14 2:00,12.2,65,18.9,20,0.5,0,0
16053,거문도,2022-06-14 3:00,13.1,68,19,19.9,0.5,0,0
16054,거문도,2022-06-14 4:00,13.2,62,19,19.8,0,0,0
16055,거문도,2022-06-14 5:00,12.8,62,19,19.7,0,0,0
16056,거문도,2022-06-14 6:00,13.5,67,18.8,19.7,0.5,0,0
16057,거문도,2022-06-14 7:00,13.7,60,18.7,19.6,1,0,0
16058,거문도,2022-06-14 8:00,13.9,68,18.7,19.6,0.5,0,0
16059,거문도,2022-06-14 9:00,13.5,70,19.1,19.6,0,0,0
16060,거문도,2022-06-14 10:00,13.4,70,19.2,19.6,0,0,0
16061,거문도,2022-06-14 11:00,12.2,62,18.6,19.6,1.5,0,0
16062,거문도,2022-06-14 12:00,13.1,62,18.6,19.6,0.5,0,0
16063,거문도,2022-06-14 14:00,12,67,18.4,19.6,0,0,0
16064,거문도,2022-06-14 15:00,11.5,59,18.5,19.5,0.5,0,0
16065,거문도,2022-06-14 16:00,11.4,62,18.5,19.5,0.5,0,0
16066,거문도,2022-06-14 17:00,9.3,49,18.1,19.5,0,0,0
16067,거문도,2022-06-14 19:00,10.9,60,18.4,19.7,0,0,0
16068,거문도,2022-06-14 20:00,9.7,58,18.5,20.1,0,0,0
16069,거문도,2022-06-14 21:00,9,53,18.6,20.2,0,0,0
16070,거문도,2022-06-14 22:00,8,55,18.5,20.2,0,0,0
16071,거문도,2022-06-14 23:00,7.9,51,18.6,20.1,0,0,0
16072,거문도,2022-06-15 0:00,6.4,55,18.5,20.1,0,0,0
